timestamp,fundingRate,price,position,fees_paid,profit,trade_id,btc_balance
2019-09-10 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-10 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-11 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-11 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-11 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-12 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-12 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-12 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-13 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-13 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-13 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-14 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-14 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-14 18:00:00.001,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-15 02:00:00.001,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-15 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-15 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-16 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-16 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-16 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-17 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-17 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-17 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-18 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-18 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-18 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-19 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-19 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-19 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-20 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-20 10:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-20 18:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
2019-09-21 02:00:00.000,"0,0001","7559,44418192",,"0,0","0,0",,"5,0"
